city,state,date_time,shape,duration
Bellingham,WA,2017-05-13T22:49:00,light,21 - 30 minutes
Coolridge,WV,2017-05-13T22:00:00,fireball,1 - 5 minutes
Lethbridge,AB,2017-05-13T21:20:00,triangle,31 - 60 minutes
Fulton,NY,2017-05-13T21:05:00,fireball,6 - 10 minutes
Gallipolis,OH,2017-05-13T20:40:00,circle,1 - 5 minutes
Breckenridge,CO,2017-05-13T19:00:00,flash,16 - 20 minutes
Palm Beach,FL,2017-05-13T14:00:00,other,61 - 120 minutes
Limon,CO,2017-05-13T13:43:00,light,< 1 minute
Katy,TX,2017-05-13T11:30:00,cylinder,6 - 10 minutes
Millington,TN,2017-05-13T10:30:00,cylinder,21 - 30 minutes
Lake Worth,FL,2017-05-13T04:59:00,circle,1 - 5 minutes
Richmond,CA,2017-05-13T04:30:00,changing,1 - 5 minutes
Kansas City,KS,2017-05-13T04:20:00,light,< 1 minute
Tucson,AZ,2017-05-13T03:45:00,light,121 + minutes
Lincoln,NE,2017-05-13T02:30:00,light,6 - 10 minutes
Statesville,NC,2017-05-12T23:10:00,fireball,< 1 minute
England,XX,2017-05-12T23:00:00,light,21 - 30 minutes
Pullman,WA,2017-05-12T22:45:00,fireball,< 1 minute
Deltona,FL,2017-05-12T21:00:00,disk,< 1 minute
Mesa,AZ,2017-05-12T20:30:00,other,1 - 5 minutes
West Lakeland,MN,2017-05-12T20:30:00,formation,1 - 5 minutes
Surprise,AZ,2017-05-12T20:05:00,fireball,< 1 minute
Denver,CO,2017-05-12T18:00:00,rectangle,< 1 minute
Denver,CO,2017-05-12T18:00:00,rectangle,< 1 minute
"Washington, DC",DC,2017-05-12T14:30:00,circle,61 - 120 minutes
Salinas,CA,2017-05-12T05:05:00,light,6 - 10 minutes
Enid,OK,2017-05-12T00:40:00,cylinder,< 1 minute
Zimmerman,MN,2017-05-11T22:30:00,circle,16 - 20 minutes
Apache Junction,AZ,2017-05-11T22:00:00,changing,1 - 5 minutes
Alamogordo,NM,2017-05-11T21:00:00,egg,16 - 20 minutes
Sioux Falls,SD,2017-05-11T14:00:00,changing,< 1 minute
Provo,UT,2017-05-11T09:00:00,triangle,1 - 5 minutes
Denver,CO,2017-05-11T04:23:00,triangle,6 - 10 minutes
Joshua Tree,CA,2017-05-10T23:30:00,triangle,< 1 minute
Charlottesville,VA,2017-05-10T22:00:00,circle,< 1 minute
Everett,WA,2017-05-10T22:00:00,other,1 - 5 minutes
Stanford,WA,2017-05-10T22:00:00,circle,1 - 5 minutes
Ontario,OH,2017-05-10T21:45:00,unknown,1 - 5 minutes
Philadelphia,PA,2017-05-10T21:45:00,oval,1 - 5 minutes
,CA,2017-05-10T21:00:00,light,< 1 minute
Tempe,AZ,2017-05-10T21:00:00,circle,1 - 5 minutes
Lyons,CO,2017-05-10T20:15:00,circle,1 - 5 minutes
Canmore,AB,2017-05-10T19:00:00,chevron,1 - 5 minutes
Higginsville,NY,2017-05-10T17:23:00,circle,< 1 minute
Canton,OH,2017-05-10T10:00:00,light,1 - 5 minutes
Atlantic City,NJ,2017-05-10T08:00:00,disk,< 1 minute
Tampa,FL,2017-05-10T05:35:00,circle,1 - 5 minutes
Cypress,TX,2017-05-10T05:15:00,light,1 - 5 minutes
Memphis,TN,2017-05-10T01:00:00,teardrop,1 - 5 minutes
Abilene,TX,2017-05-10T00:00:00,light,1 - 5 minutes
Amanda,OH,2017-05-09T23:30:00,other,61 - 120 minutes
Fort Olgethorpe,GA,2017-05-09T23:15:00,oval,< 1 minute
Blackshear,GA,2017-05-09T23:00:00,fireball,1 - 5 minutes
West Covina,CA,2017-05-09T22:45:00,flash,< 1 minute
Guilford,CT,2017-05-09T22:00:00,triangle,1 - 5 minutes
Cape Coral,FL,2017-05-09T20:05:00,cylinder,1 - 5 minutes
Cape Coral,FL,2017-05-09T20:05:00,cylinder,1 - 5 minutes
Cape Coral,FL,2017-05-09T20:05:00,cylinder,1 - 5 minutes
Brooklyn Park,MN,2017-05-09T17:45:00,cigar,< 1 minute
Harrington,WA,2017-05-09T03:45:00,light,1 - 5 minutes
Auburn,AL,2017-05-09T03:30:00,circle,6 - 10 minutes
Auburn,MI,2017-05-08T22:30:00,disk,< 1 minute
Northville,MI,2017-05-08T22:15:00,cigar,1 - 5 minutes
Cape Coral,FL,2017-05-08T20:04:00,cylinder,1 - 5 minutes
Atlanta,GA,2017-05-08T20:00:00,changing,< 1 minute
Atlanta,GA,2017-05-08T16:30:00,sphere,6 - 10 minutes
Whitby,ON,2017-05-08T13:00:00,oval,1 - 5 minutes
Durham,NC,2017-05-08T10:30:00,circle,1 - 5 minutes
Greece,XX,2017-05-08T06:39:00,disk,11 - 15 minutes
Clearwater,FL,2017-05-08T05:30:00,circle,1 - 5 minutes
Lake St. Louis,MO,2017-05-08T05:15:00,flash,< 1 minute
Greenville,NY,2017-05-08T05:00:00,unknown,1 - 5 minutes
Wylie,TX,2017-05-08T00:30:00,light,1 - 5 minutes
Jewell,IA,2017-05-08T00:00:00,sphere,61 - 120 minutes
Los Angeles,CA,2017-05-07T21:08:00,fireball,< 1 minute
Marietta,GA,2017-05-07T21:00:00,sphere,< 1 minute
Naples,FL,2017-05-07T20:03:00,cylinder,1 - 5 minutes
Montgomery,AL,2017-05-07T20:00:00,circle,6 - 10 minutes
Warrior,AL,2017-05-07T19:30:00,circle,< 1 minute
District Heights,MD,2017-05-07T19:00:00,circle,6 - 10 minutes
Walton,IN,2017-05-07T13:00:00,cylinder,1 - 5 minutes
Comstock Park,MI,2017-05-07T05:15:00,formation,21 - 30 minutes
Baltimore,MD,2017-05-07T04:56:00,light,< 1 minute
Tucson,AZ,2017-05-07T02:50:00,light,11 - 15 minutes
Vineland,NJ,2017-05-07T01:20:00,triangle,61 - 120 minutes
Port St. Lucie,FL,2017-05-07T00:40:00,light,6 - 10 minutes
Goodyear,AZ,2017-05-06T22:00:00,diamond,121 + minutes
Minneapolis,MN,2017-05-06T21:41:00,formation,16 - 20 minutes
Waxahachie,TX,2017-05-06T21:15:00,chevron,< 1 minute
Hibbing,MN,2017-05-06T21:13:00,fireball,1 - 5 minutes
Southington,CT,2017-05-06T21:00:00,other,1 - 5 minutes
Bonnerdale,AR,2017-05-06T21:00:00,unknown,1 - 5 minutes
Old Bridge,NJ,2017-05-06T20:58:00,changing,6 - 10 minutes
Phoenix,AZ,2017-05-06T20:45:00,triangle,1 - 5 minutes
San Francisco,CA,2017-05-06T05:00:00,fireball,1 - 5 minutes
Camp McGregor,NM,2017-05-06T05:00:00,light,6 - 10 minutes
Mojave,BC,2017-05-06T04:50:00,light,< 1 minute
Corona,CA,2017-05-05T20:00:00,other,1 - 5 minutes
Austin,TX,2017-05-05T11:30:00,disk,< 1 minute
Surprise,AZ,2017-05-05T04:30:00,circle,1 - 5 minutes
El Mirage,AZ,2017-05-05T03:00:00,circle,< 1 minute
York,NE,2017-05-04T23:34:00,fireball,< 1 minute
Onchiota,NY,2017-05-04T23:25:00,unknown,1 - 5 minutes
Elkhart Lake,WI,2017-05-04T23:07:00,unknown,1 - 5 minutes
Lawrence,KS,2017-05-04T23:00:00,light,< 1 minute
Edgewood,NM,2017-05-04T22:00:00,unknown,1 - 5 minutes
Phoenix,AZ,2017-05-04T21:27:00,circle,< 1 minute
Houston,TX,2017-05-04T20:25:00,other,< 1 minute
Phoenix,AZ,2017-05-04T18:30:00,teardrop,1 - 5 minutes
Meridian,ID,2017-05-04T18:30:00,triangle,6 - 10 minutes
Beaverton,OR,2017-05-04T15:00:00,disk,6 - 10 minutes
Taft,CA,2017-05-04T04:50:00,changing,< 1 minute
Savannah,GA,2017-05-04T00:00:00,sphere,1 - 5 minutes
Goose Creek,SC,2017-05-04T00:00:00,circle,1 - 5 minutes
West Union,OH,2017-05-03T23:15:00,circle,1 - 5 minutes
Portland,OR,2017-05-03T21:00:00,circle,16 - 20 minutes
Loveland,CO,2017-05-03T15:00:00,triangle,1 - 5 minutes
Barneveld,WI,2017-05-03T11:15:00,triangle,6 - 10 minutes
Phoenix,AZ,2017-05-03T08:50:00,other,< 1 minute
New York,NY,2017-05-03T08:00:00,rectangle,6 - 10 minutes
Arvada,CO,2017-05-03T02:04:00,triangle,1 - 5 minutes
Norman,OK,2017-05-03T01:00:00,light,1 - 5 minutes
Lake Los Angeles,CA,2017-05-03T00:00:00,oval,6 - 10 minutes
Albuquerque,NM,2017-05-02T22:15:00,sphere,< 1 minute
Albuquerque,NM,2017-05-02T21:50:00,sphere,< 1 minute
Kennesaw,GA,2017-05-02T21:00:00,light,121 + minutes
Albuquerque,NM,2017-05-02T17:10:00,oval,< 1 minute
Canoga Park,CA,2017-05-02T13:15:00,sphere,1 - 5 minutes
Edmonton,AB,2017-05-02T13:00:00,light,1 - 5 minutes
Las Vegas,NV,2017-05-02T05:00:00,unknown,121 + minutes
Houma,LA,2017-05-02T00:13:00,disk,1 - 5 minutes
Taylorsville,UT,2017-05-01T23:30:00,circle,6 - 10 minutes
Marana,AZ,2017-05-01T21:15:00,circle,16 - 20 minutes
Scottsdale,AZ,2017-05-01T21:13:00,unknown,< 1 minute
Georgesville,OH,2017-05-01T20:00:00,circle,1 - 5 minutes
Lawrenceville,NJ,2017-05-01T19:00:00,light,< 1 minute
Fullerton,CA,2017-05-01T15:30:00,diamond,21 - 30 minutes
Tewksbury,MA,2017-05-01T05:00:00,unknown,< 1 minute
Fullerton,CA,2017-05-01T03:23:00,diamond,6 - 10 minutes
Chugiak,AK,2017-05-01T01:50:00,rectangle,1 - 5 minutes
Millville,NJ,2017-05-01T01:00:00,circle,1 - 5 minutes
Seminary,LA,2017-05-01T00:15:00,oval,1 - 5 minutes
Taylor,PA,2017-05-01T00:00:00,other,1 - 5 minutes
Peyton,CO,2017-04-30T22:00:00,formation,< 1 minute
Spring,TX,2017-04-30T22:00:00,circle,1 - 5 minutes
Ventura,CA,2017-04-30T21:00:00,other,< 1 minute
Eatonton,GA,2017-04-30T21:00:00,light,6 - 10 minutes
Belleville,IL,2017-04-30T20:30:00,triangle,1 - 5 minutes
Pebble Beach,CA,2017-04-30T18:00:00,sphere,< 1 minute
Everett,WA,2017-04-30T14:00:00,unknown,1 - 5 minutes
Del Valle,TX,2017-04-30T05:00:00,circle,1 - 5 minutes
Nashville,TN,2017-04-30T03:33:00,unknown,1 - 5 minutes
England,XX,2017-04-30T02:00:00,circle,61 - 120 minutes
Mansfield,MA,2017-04-30T01:45:00,light,< 1 minute
Wentzville,MO,2017-04-30T01:23:00,flash,< 1 minute
Eden Prairie,MN,2017-04-29T23:40:00,circle,21 - 30 minutes
Minneapolis,MN,2017-04-29T23:20:00,circle,61 - 120 minutes
Athabasca,AB,2017-04-29T23:00:00,disk,< 1 minute
Newport,MI,2017-04-29T23:00:00,light,1 - 5 minutes
Edina,MN,2017-04-29T22:35:00,circle,< 1 minute
Medford,OR,2017-04-29T22:00:00,changing,< 1 minute
Eden Prairie,MN,2017-04-29T22:00:00,formation,11 - 15 minutes
Sacramento,CA,2017-04-29T21:30:00,circle,< 1 minute
Chambersburg,PA,2017-04-29T21:00:00,disk,1 - 5 minutes
Las Vegas,NV,2017-04-29T20:53:00,formation,< 1 minute
Woods Hole,MA,2017-04-29T20:30:00,chevron,< 1 minute
Coconut Creek,FL,2017-04-29T20:10:00,light,1 - 5 minutes
Fords,NJ,2017-04-29T19:05:00,other,< 1 minute
Anniston,AL,2017-04-29T15:00:00,cylinder,1 - 5 minutes
Excelsior,MN,2017-04-29T11:30:00,circle,61 - 120 minutes
Kealakekua,HI,2017-04-29T03:00:00,light,31 - 60 minutes
Sturgeon Bay,WI,2017-04-29T00:00:00,light,< 1 minute
Demotte,IN,2017-04-28T22:00:00,other,21 - 30 minutes
Burl County,NJ,2017-04-28T21:00:00,unknown,1 - 5 minutes
Olympia,WA,2017-04-28T21:00:00,light,21 - 30 minutes
Franklin Park,IL,2017-04-28T20:18:00,unknown,1 - 5 minutes
New Brunswick,NJ,2017-04-28T10:30:00,disk,1 - 5 minutes
Germantown,MD,2017-04-28T05:45:00,circle,16 - 20 minutes
Temple hills,MD,2017-04-28T01:00:00,circle,1 - 5 minutes
Garden City,ID,2017-04-28T01:00:00,fireball,< 1 minute
England,XX,2017-04-27T22:15:00,other,1 - 5 minutes
West Bend,WI,2017-04-27T22:00:00,unknown,1 - 5 minutes
Colorado Springs,CO,2017-04-27T21:00:00,circle,1 - 5 minutes
Miami,FL,2017-04-27T20:45:00,light,< 1 minute
West Kelowna,BC,2017-04-27T19:30:00,other,1 - 5 minutes
Australia,XX,2017-04-27T12:00:00,fireball,1 - 5 minutes
Tulsa,OK,2017-04-27T11:00:00,other,1 - 5 minutes
Tacoma,WA,2017-04-27T10:51:00,other,1 - 5 minutes
Gambrills,MD,2017-04-27T07:40:00,cylinder,1 - 5 minutes
Albuquerque,NM,2017-04-27T05:20:00,changing,1 - 5 minutes
Mossyrock,WA,2017-04-27T01:00:00,unknown,1 - 5 minutes
Everett,WA,2017-04-26T23:20:00,circle,1 - 5 minutes
Orangeville,ON,2017-04-26T23:00:00,unknown,6 - 10 minutes
Bradenton,FL,2017-04-26T22:29:00,light,11 - 15 minutes
Beattyville,KY,2017-04-26T22:00:00,circle,21 - 30 minutes
Philippines,XX,2017-04-26T21:30:00,chevron,< 1 minute
Rochester,NY,2017-04-26T21:00:00,light,< 1 minute
Indian Reservation on way to Barona Casino,CA,2017-04-26T20:00:00,other,1 - 5 minutes
North Charleston,SC,2017-04-26T14:00:00,other,< 1 minute
Visalia,CA,2017-04-26T09:45:00,circle,< 1 minute
Vienna,OH,2017-04-26T04:07:00,light,6 - 10 minutes
Cape Coral,FL,2017-04-26T02:00:00,other,1 - 5 minutes
Pinellas Park,FL,2017-04-26T00:27:00,unknown,< 1 minute
Miami,FL,2017-04-26T00:20:00,other,< 1 minute
Largo,FL,2017-04-26T00:00:00,changing,< 1 minute
Santa Barbara,CA,2017-04-26T00:00:00,fireball,< 1 minute
Seminole,FL,2017-04-25T23:53:00,unknown,< 1 minute
Plant City,FL,2017-04-25T23:53:00,cylinder,21 - 30 minutes
West Palm Beach,FL,2017-04-25T23:52:00,fireball,< 1 minute
Port Charlotte,FL,2017-04-25T23:50:00,circle,1 - 5 minutes
Plantation,FL,2017-04-25T23:45:00,cross,< 1 minute
Montenegro,XX,2017-04-25T23:45:00,sphere,< 1 minute
Clearwater,FL,2017-04-25T23:45:00,light,< 1 minute
Apollo Beach,FL,2017-04-25T23:45:00,circle,< 1 minute
Ponca City,OK,2017-04-25T23:45:00,circle,1 - 5 minutes
Jupiter,FL,2017-04-25T23:00:00,unknown,1 - 5 minutes
Lexington,KY,2017-04-25T23:00:00,circle,1 - 5 minutes
Nanaimo,BC,2017-04-25T22:45:00,circle,21 - 30 minutes
Rigby,ID,2017-04-25T22:30:00,light,1 - 5 minutes
Nicassio,CA,2017-04-25T22:27:00,sphere,< 1 minute
Vance AFB,OK,2017-04-25T21:15:00,triangle,< 1 minute
Parsonsfield,ME,2017-04-25T21:00:00,light,1 - 5 minutes
Bradenton,FL,2017-04-25T20:40:00,light,< 1 minute
Marietta,GA,2017-04-25T18:30:00,disk,< 1 minute
Orlando,FL,2017-04-25T01:47:00,sphere,1 - 5 minutes
Dallas,TX,2017-04-25T00:00:00,triangle,< 1 minute
Sykesville,MD,2017-04-24T21:55:00,disk,1 - 5 minutes
Dover,NH,2017-04-24T21:00:00,diamond,6 - 10 minutes
Roseville,MN,2017-04-24T20:45:00,other,< 1 minute
Fenton,MO,2017-04-24T12:00:00,changing,6 - 10 minutes
Clarksville,TN,2017-04-24T00:00:00,unknown,1 - 5 minutes
Eau Claire,WI,2017-04-24T00:00:00,unknown,1 - 5 minutes
Huntington Beach,CA,2017-04-23T23:25:00,sphere,< 1 minute
Fort Myers,FL,2017-04-23T22:50:00,diamond,1 - 5 minutes
Iota,LA,2017-04-23T22:20:00,light,16 - 20 minutes
Orono,ME,2017-04-23T21:30:00,diamond,1 - 5 minutes
Chappell Hill,TX,2017-04-23T21:30:00,light,1 - 5 minutes
Las Vegas,NV,2017-04-23T21:15:00,light,1 - 5 minutes
Marysville,OH,2017-04-23T20:15:00,cigar,< 1 minute
Birmingham,AL,2017-04-23T19:00:00,oval,< 1 minute
Oshawa,ON,2017-04-23T10:35:00,unknown,1 - 5 minutes
Salt Point State Park,CA,2017-04-23T05:30:00,circle,6 - 10 minutes
Richmond,BC,2017-04-23T01:05:00,fireball,1 - 5 minutes
Napa,CA,2017-04-23T00:50:00,sphere,1 - 5 minutes
Selah,WA,2017-04-22T23:33:00,light,< 1 minute
Lansing,MI,2017-04-22T23:00:00,triangle,1 - 5 minutes
Goshen,IN,2017-04-22T22:00:00,oval,< 1 minute
Irmo,SC,2017-04-22T21:34:00,unknown,1 - 5 minutes
Surprise,AZ,2017-04-22T21:30:00,unknown,61 - 120 minutes
Bakersfield,CA,2017-04-22T21:00:00,light,11 - 15 minutes
Des Moines,IA,2017-04-22T20:40:00,light,< 1 minute
Lake Forest,CA,2017-04-22T20:08:00,other,< 1 minute
Oneco,CT,2017-04-22T11:00:00,oval,6 - 10 minutes
Burlington,ON,2017-04-21T23:26:00,sphere,1 - 5 minutes
Midwest city,OK,2017-04-21T23:00:00,fireball,< 1 minute
Brandon,FL,2017-04-21T22:23:00,light,1 - 5 minutes
Dillon,SC,2017-04-21T22:00:00,chevron,61 - 120 minutes
Thompson,MB,2017-04-21T22:00:00,light,1 - 5 minutes
Sanra Rosa,CA,2017-04-21T21:13:00,triangle,< 1 minute
Neenah,WI,2017-04-21T21:13:00,formation,< 1 minute
McKinleyville,CA,2017-04-21T21:04:00,formation,1 - 5 minutes
Stevenson Ranch,CA,2017-04-21T21:00:00,unknown,21 - 30 minutes
Lynn,IN,2017-04-21T14:45:00,disk,1 - 5 minutes
Surinam,XX,2017-04-21T13:00:00,circle,1 - 5 minutes
Hillsboro,OR,2017-04-21T12:11:00,other,1 - 5 minutes
Seattle,WA,2017-04-21T03:09:00,light,< 1 minute
North River,NL,2017-04-21T02:30:00,light,< 1 minute
Hanging Rock,OH,2017-04-21T00:05:00,sphere,< 1 minute
Olympia,WA,2017-04-21T00:00:00,fireball,< 1 minute
Hartsville,SC,2017-04-20T22:35:00,fireball,1 - 5 minutes
Surfside Beach,SC,2017-04-20T22:00:00,light,< 1 minute
Petaluma,CA,2017-04-20T21:30:00,light,1 - 5 minutes
Thibodaux,LA,2017-04-20T21:00:00,oval,1 - 5 minutes
Columbia,MO,2017-04-20T20:07:00,sphere,1 - 5 minutes
Columbia,MO,2017-04-20T19:55:00,sphere,1 - 5 minutes
Palmyra,NJ,2017-04-20T14:15:00,other,1 - 5 minutes
Daytona Beach,FL,2017-04-20T12:07:00,sphere,6 - 10 minutes
Spokane,WA,2017-04-20T10:30:00,circle,1 - 5 minutes
Vashon,WA,2017-04-20T10:00:00,circle,1 - 5 minutes
Bridgeview,IL,2017-04-20T04:56:00,light,< 1 minute
Kennett Square,PA,2017-04-20T00:10:00,unknown,1 - 5 minutes
Santa Rosa,CA,2017-04-20T00:00:00,unknown,< 1 minute
Newton,AL,2017-04-19T23:55:00,triangle,< 1 minute
Newton,AL,2017-04-19T23:50:00,triangle,6 - 10 minutes
Denver,CO,2017-04-19T23:29:00,light,61 - 120 minutes
Cobourg,ON,2017-04-19T21:45:00,light,1 - 5 minutes
North Myrtle Beach,SC,2017-04-19T20:50:00,light,1 - 5 minutes
Garden City,SC,2017-04-19T20:50:00,sphere,< 1 minute
Surfside Beach,SC,2017-04-19T20:30:00,circle,< 1 minute
Japan,XX,2017-04-19T20:10:00,unknown,< 1 minute
Benton,TN,2017-04-19T11:00:00,triangle,1 - 5 minutes
Gray,GA,2017-04-19T08:49:00,unknown,1 - 5 minutes
Cape Girardeau,MO,2017-04-19T08:16:00,sphere,< 1 minute
Garden City,SC,2017-04-19T02:53:00,changing,1 - 5 minutes
Holiday Island,AR,2017-04-19T00:40:00,light,61 - 120 minutes
Long Beach,MS,2017-04-18T22:50:00,oval,1 - 5 minutes
Uniontown,OH,2017-04-18T22:20:00,changing,21 - 30 minutes
Warren,RI,2017-04-18T22:00:00,triangle,< 1 minute
Willard,KY,2017-04-18T22:00:00,light,121 + minutes
Galena Park,TX,2017-04-18T22:00:00,light,< 1 minute
Warren,RI,2017-04-18T22:00:00,triangle,< 1 minute
Smithfield,KY,2017-04-18T22:00:00,circle,< 1 minute
Cottage Grove & Madison,WI,2017-04-18T21:45:00,triangle,16 - 20 minutes
Warminster,PA,2017-04-18T21:32:00,unknown,61 - 120 minutes
Albuquerque,NM,2017-04-18T20:30:00,cross,1 - 5 minutes
Los Angeles,CA,2017-04-18T20:00:00,formation,< 1 minute
Bermuda/Florida coast,XX,2017-04-18T16:00:00,cone,1 - 5 minutes
New York,NY,2017-04-18T14:30:00,teardrop,121 + minutes
Haiti,XX,2017-04-18T12:30:00,circle,1 - 5 minutes
Los Angeles,CA,2017-04-18T12:00:00,triangle,< 1 minute
Louisville,KY,2017-04-18T02:00:00,light,< 1 minute
Sherman Oaks,CA,2017-04-18T01:00:00,triangle,< 1 minute
Tampa,FL,2017-04-18T00:45:00,light,1 - 5 minutes
Columbia,SC,2017-04-18T00:00:00,unknown,1 - 5 minutes
Omaha,NE,2017-04-18T00:00:00,circle,< 1 minute
Grant,MI,2017-04-17T23:15:00,formation,1 - 5 minutes
Slidell,LA,2017-04-17T22:30:00,circle,6 - 10 minutes
Rockville,MD,2017-04-17T22:18:00,circle,< 1 minute
Sugarland,TX,2017-04-17T22:00:00,sphere,< 1 minute
Portsmouth,OH,2017-04-17T21:30:00,light,< 1 minute
India,XX,2017-04-17T21:30:00,other,< 1 minute
Ricetown,KY,2017-04-17T21:15:00,light,6 - 10 minutes
South Bend,IN,2017-04-17T21:00:00,sphere,1 - 5 minutes
Seymour,IN,2017-04-17T20:50:00,circle,1 - 5 minutes
Gilbert,AZ,2017-04-17T19:28:00,cigar,1 - 5 minutes
Dover,DE,2017-04-17T16:30:00,unknown,1 - 5 minutes
Anaheim,CA,2017-04-17T10:10:00,fireball,< 1 minute
Vallejo,CA,2017-04-17T06:05:00,unknown,< 1 minute
Jefferson,GA,2017-04-17T04:56:00,light,< 1 minute
Sylvester,GA,2017-04-17T04:40:00,light,< 1 minute
Jasper,AL,2017-04-17T03:58:00,flash,< 1 minute
Marysville,WA,2017-04-17T01:00:00,triangle,1 - 5 minutes
Fort Lee,NJ,2017-04-17T00:20:00,changing,1 - 5 minutes
Ardsley,PA,2017-04-16T23:40:00,cigar,1 - 5 minutes
South Belot,WI,2017-04-16T23:10:00,fireball,< 1 minute
Big Timber,MT,2017-04-16T22:30:00,other,1 - 5 minutes
Ricetown,KY,2017-04-16T22:04:00,flash,1 - 5 minutes
Loveland,CO,2017-04-16T22:00:00,egg,1 - 5 minutes
Las Vegas,NV,2017-04-16T21:00:00,unknown,6 - 10 minutes
Rock Island,WA,2017-04-16T21:00:00,fireball,< 1 minute
Taylorsville,UT,2017-04-16T21:00:00,circle,121 + minutes
Ronkonkoma,NY,2017-04-16T20:33:00,sphere,< 1 minute
Portland,OR,2017-04-16T20:30:00,oval,1 - 5 minutes
England,XX,2017-04-16T20:30:00,circle,< 1 minute
Oceanside,CA,2017-04-16T20:00:00,light,1 - 5 minutes
Bolingbrook,IL,2017-04-16T20:00:00,formation,61 - 120 minutes
Los Angeles,CA,2017-04-16T19:12:00,other,6 - 10 minutes
South Africa,XX,2017-04-16T17:45:00,triangle,< 1 minute
Arundel,ME,2017-04-16T10:22:00,flash,< 1 minute
Linden,NJ,2017-04-16T07:15:00,other,< 1 minute
Honolulu,HI,2017-04-16T00:38:00,circle,< 1 minute
Merrimack,NH,2017-04-15T23:58:00,light,6 - 10 minutes
Dickinson,TX,2017-04-15T22:30:00,light,1 - 5 minutes
Eastaboga,AL,2017-04-15T22:10:00,light,16 - 20 minutes
Boise,ID,2017-04-15T21:30:00,triangle,1 - 5 minutes
Norman,OK,2017-04-15T21:30:00,light,< 1 minute
Willowdale,PA,2017-04-15T20:30:00,sphere,1 - 5 minutes
Newport News,VA,2017-04-15T20:30:00,fireball,21 - 30 minutes
Lawrenceville,GA,2017-04-15T20:00:00,triangle,1 - 5 minutes
Dothan,AL,2017-04-15T20:00:00,light,< 1 minute
Elk Grove,CA,2017-04-15T18:09:00,unknown,< 1 minute
North Myrtle Beach,SC,2017-04-15T10:15:00,triangle,< 1 minute
Phoenix,AZ,2017-04-14T23:00:00,diamond,61 - 120 minutes
Gordon,TX,2017-04-14T23:00:00,circle,1 - 5 minutes
Vancouver,WA,2017-04-14T22:50:00,circle,1 - 5 minutes
Monticello,IN,2017-04-14T22:30:00,light,61 - 120 minutes
Santa Maria,CA,2017-04-14T22:20:00,triangle,< 1 minute
Woodsville,NH,2017-04-14T22:05:00,teardrop,< 1 minute
Saint James,MO,2017-04-14T22:00:00,egg,121 + minutes
Grant,AL,2017-04-14T22:00:00,light,1 - 5 minutes
Malibu,CA,2017-04-14T21:50:00,changing,1 - 5 minutes
Woodbury,NY,2017-04-14T21:00:00,diamond,< 1 minute
Poland,ME,2017-04-14T20:41:00,unknown,1 - 5 minutes
Albuquerque,NM,2017-04-14T20:28:00,light,< 1 minute
Clearwater,FL,2017-04-14T19:45:00,unknown,< 1 minute
Marne,MI,2017-04-14T18:00:00,sphere,< 1 minute
Marne,MI,2017-04-14T18:00:00,sphere,< 1 minute
Irvine,CA,2017-04-14T02:10:00,circle,1 - 5 minutes
Jackson,OH,2017-04-14T00:45:00,circle,< 1 minute
Sawgrass area,FL,2017-04-13T23:28:00,circle,6 - 10 minutes
Wichita,KS,2017-04-13T23:23:00,flash,6 - 10 minutes
Clermont,FL,2017-04-13T22:30:00,sphere,1 - 5 minutes
Great Barrington,MA,2017-04-13T22:00:00,light,< 1 minute
Sister Bay,WI,2017-04-13T21:30:00,light,1 - 5 minutes
Savanagh,GA,2017-04-13T21:15:00,sphere,< 1 minute
Monona,WI,2017-04-13T20:30:00,disk,< 1 minute
Plymouth,MA,2017-04-13T20:30:00,fireball,1 - 5 minutes
Ronkonkoma,NY,2017-04-13T18:20:00,other,1 - 5 minutes
Sammamish,WA,2017-04-13T17:00:00,light,< 1 minute
Mckee,MA,2017-04-13T16:30:00,unknown,1 - 5 minutes
Marysville,WA,2017-04-13T15:15:00,fireball,Unknown
Des Moines,IA,2017-04-13T08:30:00,circle,1 - 5 minutes
Franklin,GA,2017-04-13T06:45:00,light,< 1 minute
Phoenix,AZ,2017-04-13T00:00:00,cigar,61 - 120 minutes
Springfield,VT,2017-04-12T23:00:00,sphere,1 - 5 minutes
Chino,CA,2017-04-12T23:00:00,light,1 - 5 minutes
Creve Couer,MO,2017-04-12T22:25:00,diamond,< 1 minute
Marietta,GA,2017-04-12T22:00:00,light,1 - 5 minutes
Acworth,GA,2017-04-12T22:00:00,cross,21 - 30 minutes
Mount Pleasant,SC,2017-04-12T22:00:00,disk,1 - 5 minutes
Massapequa,NY,2017-04-12T21:00:00,circle,1 - 5 minutes
Frisco,TX,2017-04-12T21:00:00,triangle,1 - 5 minutes
Surfside Beach,SC,2017-04-12T20:52:00,cigar,< 1 minute
Norcross,GA,2017-04-12T20:50:00,light,< 1 minute
Taylorsville,NC,2017-04-12T20:45:00,unknown,61 - 120 minutes
Pigeon Forge,TN,2017-04-12T20:44:00,circle,< 1 minute
Conway,SC,2017-04-12T20:40:00,light,1 - 5 minutes
Beaufort,SC,2017-04-12T20:40:00,circle,< 1 minute
Sylvester,GA,2017-04-12T20:15:00,flash,1 - 5 minutes
Asheboro,NC,2017-04-12T20:00:00,light,< 1 minute
Murray,UT,2017-04-12T20:00:00,other,< 1 minute
Rochelle,IL,2017-04-12T10:13:00,formation,< 1 minute
